Bug ID,"Severity","Priority","Status","Assignee","Reporter","Product","Category","Component","Keywords","Build","Regression","Summary"
2403055,"serious","P1","closed","cn-dev-web","shawnh","VDI","Remote Client","web client",,14265948,"Unknown","Horizon web client cannot be launched in IE 11"
2403062,"minor","P2","closed","taojin","zhangh","VDI","RMKS","linux","CART-AIR-Exploratory",14399882,"---","[gkt3]Additional dotted line showed at the bottom of the Application Settings page."
2403067,"serious","P1","closed","aisajanyan","ljack","VDI","Blast Protocol","Display",,14389587,"Yes","With broker set desktop pool with single display, after launching agent with multi-monitor, the agent resolution is not correct"
2403115,"serious","P1","new","hbai","ljack","VDI","RMKS","Mac",,14381200,"No","Caps Lock sync doesn't work for seamless window"
2403155,"serious","P1","closed","zzhou","zji","VDI","Seamless Windows","Mac Client",,,"No","[Mac client] Manual create a calculator, then open from pined in Dock failed"
2403169,"serious","P1","closed","blast-networking-sensei","ghoshamit","VDI","Blast Networking","Other","view-perf-found",14375683,"---","New BLAST codec taking slightly higher bandwidth as compared to existing adaptive codec."
2403170,"serious","P1","closed","etatum","karthikairaj","VDI","Instant Clone","Instant Clone Agent","ExploratoryTesting",14399945,"---","[View]IC agent installer shows View composer agent in UI wizard"
2403187,"critical","P1","closed","view-ios","hbai","VDI","Remote Client","ios client","CART-Interop-found",14400008,"---","iOS Client crash after switching the account in iOS 11.4.1 iPhone"
2403212,"serious","P1","closed","appremoting","zzhou","VDI","RMKS","Mac",,14399875,"---","Alt+Tab doesn't work correctly on mac client"
2403221,"serious","P1","closed","zji","zji","VDI","Seamless Windows","Mac Client",,,"No","[Mac Client] [Metal Render]Right click in systemTray to show context menu doesn't work"
2403244,"serious","P2","closed","afrederick","wanghelen","VDI","Thirdparty","Nuance","CART-Interop-found, Healthcare",14393239,"---","[Nuance]  Audio of Nuance PowerMic device doesn't work with DMO app 4.0 in remote VDI desktop when configure USB split and  install extensions on agent but NOT  install extension on client"
2403247,"serious","P1","closed","bliu","jjzhang","VDI","Remote Client","lx client","CART-AIR-Exploratory",14399882,"---","core dump while disconnecting from Server"
2403251,"serious","P1","closed","view-ios","shawnh","VDI","Remote Client","ios client",,14400000,"Unknown","iOS client crashes when connecting to broker"
2403261,"serious","P1","closed","myuan","yyu1","VDI","Client Inputs","Windows",,,"---","[Pysical Agent] auto sync numlock feauture does not work for pysical agent"
2403267,"minor","P1","closed","yuez","shipingy","VDI","Remote Client","web client","CART-Interop-found, CART-Interop-WS1",14351054,"---","WS1: It should pop up a Warning to request disconnecting previous session when launching 2nd agent as a different user SAML"
2403280,"critical","P1","new","lpamela","zhangh","VDI","Documentation","VDI Release Notes","USB-others",14399882,"---","Please document Horizon Linux Client Doesn't support Wayland as Display Server"
2403287,"minor","P1","closed","lisali","pewang","VDI","Remote Client","libcdk",,14389494,"No","Client still print usb phonehome in log after Data sharing mode is off"
2403319,"serious","P2","closed","cn-dev-web","yilinw","VDI","Remote Client","chrome client",,14330028,"---","[Chrome Client] Timezone will not reverted back in vSphere client after change back in web client"
2403322,"serious","P1","closed","yuez","tingting","VDI","Remote Client","chrome client","CART-AIR-Exploratory",14144053,"---","When try to download multiple files from Agent, only one download confirm dialog has OK and Cancel buttons"
2403330,"serious","P1","closed","nge","nge","VDI","Virtual Devices","Scanner Redirection",,14399866,"Yes","[DCPN-00056470][Ticket#2019071110000565] [Hot patch testing] 4.10 client + 7.7 hot patch agent scanner& serial icons disappear after desktop launch"
2403331,"serious","P1","closed","qinz","yul","VDI","Remote Client","osx client","CART-AIR-Exploratory",14399875,"Unknown","Mac client crash issue occurs when launching remote app from recent list with Selector window minimized"
2403351,"critical","P1","closed","nge","nge","VDI","Virtual Devices","Scanner Redirection",,14399891,"Yes","[lx][DCPN-00057014][Ticket#2019080710000241] scanner & serial services were not started automatically under RHEL 7.7"
2403361,"serious","P1","new","ksong","leviz","VDI","Linux Agent","Core-Agent","linuxvdi-multiple-session",14394480,"---","[AT][Multiple Session][Stress Test] Randomly detected BlastWorker is killed which cause the connect fail"
2403364,"serious","P1","new","kbwriters","lkong","VDI","Documentation","VDI Knowledge Base",,14399940,"No","[Brown]Fonts incorrect when printing Janpnese excel file contains UD Digi Kyokasho N-B fonts directly"
2403371,"serious","P1","closed","zji","yul","VDI","Client Displays","Mac","CART-AIR-Exploratory",14399875,"Unknown","[New Client]Mac client crash issue occurs when press Control+Command+F after desktop connected"
2403414,"serious","P1","closed","arongp","scheng","VDI","RMKS","linux",,14399882,"---","Core dump occurs while steal primary session on ubuntu 1604"
2403432,"serious","P1","closed","myuan","fanh","VDI","Seamless Windows","Agent",,14399854,"---","rdeServer crash in vdi desktop"
2403481,"serious","P1","closed","shuaibingw","shuaibingw","VDI","Remote Client","lx client",,14403351,"---","[Linux Client][Kiosk]Client crashes in kiosk mode"
2403482,"serious","P1","closed","shuaibingw","shuaibingw","VDI","Remote Client","lx client",,14403351,"---","[Linux Client][Kiosk]Client crashes in kiosk mode"
2403631,"serious","P1","new","blast-networking-sensei","presslerv","VDI","Blast Networking","vVC (VMware Virtual Channels)",,,"No","[Vvc] Don't allocate recvCompletionContext for VVC_TRANSPORT_BE_ENABLE_MULTI_PROTOCOL sessions"
2403769,"serious","P1","new","katiyara","kli","VDI","Skype For Business Redirection","SFB Agent",,,"---","[VMW-1386] Assert in avwindowscoreaudiodevice.cpp line 498 when connecting in fallback"
2403782,"serious","P1","new","presslerv","presslerv","VDI","Blast Networking","Other","found-by-benev",,"---","[BENeV] Basic connect-disconnect test failed due to timeout"
2403812,"serious","P1","new","lpamela","yanchaozhang","VDI","Documentation","VDI Knowledge Base",,14352890,"Unknown","Screen auto fit does not work when connecting to Linux VDI from Android client"
2403823,"minor","P2","resolved","pyin","shawnh","VDI","DPI Sync","iOS Client",,14400000,"No","When agent does not support DPI sync, resolution value in Settings is not correct"
2403839,"critical","P1","closed","lewang","pewang","VDI","Remote Client","client common",,14272091,"---","[Android][iOS][UWP][Mobilelibs]Bump libpng to version 1.6.37"
2403840,"critical","P1","closed","lewang","pewang","VDI","Remote Client","win10 client",,14272091,"---","[UWP]Bump libpng to version 1.6.37"
2403841,"serious","P2","new","zhangs","zhaoying","VDI","Printer  Redirection","VMW - Win Agent","G11nQE-Beyondsoft, i18n-L3-layout",14389494,"No","[L10n][WinCDK][All]Truncation issue is found on Print UI on WinCDK Client."
2403849,"serious","P1","closed","jjliu","pewang","VDI","Remote Client","wincdk client",,,"---","Update OSL in wincdk 5.2"
2403851,"serious","P1","closed","lyuechang","pewang","VDI","Remote Client","osx client",,,"---","Update OSL in Mac client"
2403852,"serious","P1","closed","shuhuawang","pewang","VDI","Remote Client","lx client",,,"---","Update OSL in Linux client"
2403865,"serious","P2","closed","alanh","boliu","VDI","Blast Integration","Win Client",,14381211,"Yes","[New Client] [Seamless Window] The mouse cursor is not correctly set when drag in remote app (word/wordpad) itself"
2403877,"critical","P1","closed","guoxin","hbai","VDI","Remote Client","ios client",,14404772,"---","[iOS Client] Local IME cannot work on iPAD pro 11 with iOS 12.3.1"
2403896,"critical","P1","closed","yuez","shipingy","VDI","Remote Client","chrome client","CART-Interop-found, CART-Interop-WS1",14404305,"---","WS1: The User session is not correct when launched 2nd desktop as different user SAML."
2403900,"minor","P1","closed","shahsunny","xinshul","VDI","Multimedia","Browser Redirection",,,"---","ERR_URL_NOT_WHITELISTED error happens when setting autoFallbackOnRedirError to 1 and cannot reach website error happens on client side"
2403927,"serious","P1","closed","myuan","xiaodongz","VDI","Blast Integration","Win Client","CART-Sys-Stress, HorizonRDSH",14399870,"---","[New Client][PCoIP]One session was disconnected due to rmks dump during 60 sessions logon logoff testing to RDSH"
2403935,"critical","P1","closed","hangl","leviz","VDI","Linux Agent","Core-Agent","linuxvdi-multiple-session",26948816,"---","[AT][Multiple Session][Stress Test] BlastWorker crash when display number is 165"
2403940,"serious","P1","closed","clayton","xiaodongz","VDI","Virtual Channel SDKs","RDP VC Bridge","Brown, CART-Sys-Stress, HorizonRDSH",14399945,"---","[Brown Print][PCoIP]1of 60 users printer failed to redirect to agent side during session 0 logon logoff tests with 60 clients"
2403960,"serious","P2","closed","yanx","xiyao","VDI","Remote Client","web client",,14403796,"Unknown","[HTML Access on ChromeOS]Credential Cleanup_Close one tab in desktop page"
2403961,"serious","P2","closed","cn-dev-web","xiyao","VDI","Remote Client","web client",,14403796,"Unknown","[HTML Access on ChromeOS]Credential Cleanup_Close one tab in desktop page"
2403984,"serious","P1","new","nge","xiaodongz","VDI","Virtual Devices","Serial Port Redirection","CART-Sys-Stress, HorizonRDSH",14399945,"---","[DCPN- 00057336] [RDSH][PCoIP][Serial port]1 of 60 users serial port failed to redirect to agent side during session0 logon logoff test with 60 clients"
2403997,"critical","P1","closed","yilinw","tingting","VDI","Remote Client","chrome client","CART-AIR-Exploratory",14144053,"---","Failed to map LBP printer into Agent"
2403999,"serious","P1","new","sqiang","renz","VDI","Linux Agent","Core-Agent",,14358885,"---","[Remote App] Update to GTK3"
2404002,"serious","P1","closed","zhaoli","xiaodongz","VDI","Client Drive Redirection","Windows Agent","CART-Sys-Stress, HorizonRDSH",14399945,"Unknown","[RDSH][PCoIP][CDR]1 of 60 users CDR failed to redirect to agent side during session0 logon logoff test with 60 clients"
2404005,"serious","P2","closed","qinz","yul","VDI","Remote Client","osx client","CART-AIR-Exploratory",14411057,"No","The highlighted item in Settings dialog is always the selection in Selector window"
2404009,"serious","P1","new","ksong","yanchaozhang","VDI","Linux Agent","Core-Agent",,,"---","[Remote App | Beta] failed to add application pool from auto farm due to jms Exception"
2404013,"serious","P1","closed","borgera","zhoujing","VDI","Blast Protocol","Other","PAfeature-BJauto, PhysicalPCWin10RS4",14411047,"---","[Dynamic Encoder] [Physical Agent] Can't establish connection with 2 monitors and vmblastw.dmp generated"
2404022,"serious","P1","new","yuez","shawnh","VDI","Remote Client","web client","CART-Interop-F5, CART-Interop-found",14389491,"Unknown","Failed to connect to remote desktop from web client in Firefox through F5 APM"
2404025,"serious","P1","new","lizhiyu","hyan","VDI","USB Redirection","Win Client","CART-Sys-Stress",14399870,"Unknown","[RDSH] Some USB devices failed to redirect into agent"
2404032,"serious","P2","closed","baochenw","baochenw","VDI","Remote Client","wincdk client",,14350740,"---","URI: username is not disabled if username is in URI"
2404037,"serious","P2","closed","yanx","yanx","VDI","Remote Client","chrome client",,14392207,"Unknown","[Chrome Client] Session connection will always fail if the cert is accepted after 2 minutes"
2404048,"serious","P1","closed","jhuo","zhangh","VDI","RTAV","Win Agent","CART-AIR-Exploratory",14411177,"Unknown","No audio in device after using RTAV for a while."
2404049,"serious","P1","new","dperi","yul","VDI","Blast Integration","Mac Client","CART-AIR-Exploratory",14411057,"Unknown","[New Client][Mac RMKS] Sometime RMKS quit unexpected and prompt warning dialog when log off remote session"
2404050,"serious","P1","closed","hbai","qinz","VDI","Client Displays","Mac",,14411057,"---","[Mac Client] client crashed when connecting to an app with disabled SSO"
2404054,"critical","P1","new","vdi-guru","wumi","VDI","Linux Agent","Core-Agent","CART-AIR-Exploratory",14386035,"---","Linux VDI agent can not support the UWP client user via Blast Protocol"
2404062,"serious","P1","closed","hbai","czhou","VDI","Client Inputs","iOS","CART-AIR-Exploratory",14411405,"---","Keyboard does not appear automatically in some apps."
2404070,"serious","P2","closed","cn-dev-web","yilinw","VDI","Remote Client","web client",,14403796,"---","[HTML Access] App Name in Sidebar Running List is incorrect"
2404073,"serious","P1","closed","hbai","hbai","VDI","Client Displays","iOS",,14404772,"Unknown","[iOS Client] Screen become frozen when resizing to the full screen if the client is positioned in the right side."
2404082,"minor","P2","closed","yilinw","rli","VDI","Remote Client","web client","CART-Interop-found, CART-Interop-WS1",14351054,"No","WS1: improve warning message for not entitled launch"
2404084,"serious","P2","closed","yanx","rli","VDI","Remote Client","web client",,14351054,"Unknown","No response by clicking OK button on error dialog"
2404089,"critical","P1","closed","zhaoli","jjzhang","VDI","Client Drive Redirection","Windows Client","CART-AIR-Exploratory",14411100,"No","CDR over USB doesn't work when inserting USB device with USB ""automatically connect at startup"" enabled"
2404100,"minor","P2","closed","agong","ruir","VDI","Remote Client","android client","3rd-party-issues",,"---","Search edittext in sidebar displayed abnormally after waking up Horizon from the background on dark mode on Android Q"
2404354,"serious","P1","new","katiyara","kli","VDI","Skype For Business Redirection","SFB Windows Client",,,"---","[VMW-1387] self preview was upside down"
2404382,"serious","P1","closed","hek","yanchaozhang","VDI","Linux Agent","Core-Agent",,,"---","please remove ""mksVNCServer.useXExtButtonMapping=TRUE"" in config.template file"
2404383,"minor","P1","new","lpamela","yanchaozhang","VDI","Documentation","VDI Linux Desktop User Guide",,14317828,"---","please doc the option for 'cdrserver.customizedSharedFolderPath' in user's guide"
2404413,"serious","P1","closed","blast-networking-sensei","hyan","VDI","Blast Networking","vVC (VMware Virtual Channels)","CART-Sys-Stress",14410398,"No","[RDSH] Several VMwareView-RdeServer-*.dmp files were generated when when session stealing test"
2404415,"serious","P2","closed","cn-dev-web","xiyao","VDI","Remote Client","web client",,14403796,"Unknown","[HTML access]No sound on horizon web client using Win10 1903 with IE11"
2404420,"serious","P1","closed","hbai","zzhou","VDI","Client Inputs","Mac",,14415344,"---","view client Mac crashes while testing"
2404426,"serious","P1","closed","nke","ysan","VDI","Blast Networking","client-common",,14417217,"---","[SSL proxy]Linux and mac client hangs for a long time after thumbprint verified failed when blast external url is ip address"
2404429,"serious","P1","new","wanq","lyuechang","VDI","Thirdparty","Other",,,"No","RTAV audio can't work on some macOS 10.15 beta 5 machine"
2404432,"minor","P2","closed","vjiang","yangliu","VDI","Blast Integration","Collaboration","CART-AIR-Exploratory",14399870,"No","collaboration shadow client ""send ctrl alt del"" menu button should be disabled when no control permission."
2404441,"minor","P1","new","baic","czhou","VDI","RTAV","iOS Client","CART-AIR-Exploratory",14411405,"---","Improper camera height width rate sometimes."
2404447,"serious","P1","closed","alanh","zzhou","VDI","Blast Integration","Mac Client",,14415344,"Yes","[New Client]Cursor keep jumping in seamless window on mac client while using high dpi mouse"
2404510,"minor","P2","new","jinxingh","shawnh","VDI","Thirdparty","LB","CART-Interop-F5, CART-Interop-found",14389491,"Unknown","App pool icons are not displayed in web client when connecting through F5 APM"
2404521,"serious","P2","closed","cdeore","zhaoying","VDI","Installer","viewAgent-UI/Silent install (win)","es, fr, G11nQE-Beyondsoft, l10n, pending-code-review",14411176,"No","[L10n][AgentInstaller][ES/FR]The agent mode is not complete display on agent installer page on ES/FR."
2404535,"serious","P2","closed","cn-dev-web","yanx","VDI","Remote Client","chrome client",,14404305,"---","[Chrome Client] Page jump back to server select page after confirming desktop busy error"
2404540,"serious","P2","closed","cdeore","zhaoying","VDI","Installer","viewAgent-UI/Silent install (win)","de, G11nQE-Beyondsoft, l10n, pending-code-review",14411176,"No","[L10n][AgentInstaller][DE]Truncation issue is found on agent installer page on DE."
2404544,"serious","P2","closed","nge","weijuanl","VDI","Virtual Devices","Scanner Redirection","CoreBugsFoundByG11n, G11nQE-Beyondsoft",14413379,"No","[Core][GPO] These (UseVendorUI, ForceTwainDialog) GPO policies is not added under Local Group Policy Editor->VMware View Agent Configuration->Scanner Redirection"
2404630,"minor","P3","closed","cdeore","zhaoying","VDI","Installer","viewAgent-UI/Silent install (win)","G11nQE-Beyondsoft, l10n",14411176,"No","[L10n][AgentInstaller][TW]The period should't be at the beginning of a sentence on agent installer page on TW."
2404634,"serious","P1","closed","guoxin","yul","VDI","Remote Client","osx client","CART-AIR-Exploratory",14419593,"No","[macOS 10.15] Mac client's Selective display doesn't work for Sidecar mode"
2404667,"minor","P2","closed","cn-dev-web","xiyao","VDI","Remote Client","web client",,14403796,"Unknown","[HTML access] launch App via URI - Normal parameter on ChromeOS with Chrome"
2404668,"serious","P1","new","hpurnawan","rrajeshwaran","VDI","Persona Management","Virtual Profiles agent",,,"---","Offline symbol not appearing for Windows10 1903/1909 Persona while it is not downloaded"
2404674,"serious","P1","new","zzhou","yul","VDI","Client Inputs","Mac","CART-AIR-Exploratory",14419593,"No","[macOS 10.15] Soft-keyboard input doesn't work well with Sidecar mode"
2404680,"serious","P1","new","tzhao","shipingy","VDI","Remote Client","chrome client","CART-Interop-found, CART-Interop-WS1",14404305,"---","WS1: It should be redirected to web protal when connect the broker from the Horizon client with WS1 mode enabled."
2404688,"serious","P2","closed","yuez","yanx","VDI","Remote Client","chrome client",,14404305,"No","[Chrome Client] Broker session shouldn't be ended when click cancel on unlock idle session dialog"
2404698,"serious","P1","closed","you","boliu","VDI","Drag-and-Drop Redirection","Mac Client","RegressionByOthers",14411059,"Yes","mouseDown event is missing when click inside the agent, which cause drag file from agent to client failed in Mac client."
2404701,"serious","P2","closed","yanx","rli","VDI","Remote Client","web client","CART-Interop-found, CART-Interop-WS1",14351054,"No","WS1: close tab by clicking OK button on error dialog of session timeout"
2404702,"minor","P1","closed","view-osx","yul","VDI","Seamless Windows","Mac Client","CART-AIR-Exploratory",14419593,"No","[macOS 10.15][New Client]Mouse pointer display isn't correct for Seamless window with Sidecar mode enabled"
2404710,"serious","P1","closed","ksong","songyu","VDI","Linux Agent","Core-Agent",,14421197,"---","[LinuxVDI]redhat6.8  after disconnect, lock screen is not successful everytime"
2404745,"serious","P1","closed","xwei","huanguoz","VDI","Client Drive Redirection","Windows Client",,14389494,"Unknown","The character ""@"" in the folder name is transftered to ""_"" after adding to CDR sharing folder."
2404751,"minor","P2","closed","cn-dev-web","yilinw","VDI","Remote Client","web client",,,"---","[HTML Access] The link of ""help with VMware Horizon Client"" is redirect to a 404 not found page"
2404769,"serious","P1","closed","yanx","shipingy","VDI","Remote Client","chrome client","CART-Interop-found, CART-Interop-WS1",14404305,"No","WS1: incorrect behaviors occur when have existing instance connecting broker and launch session from Web portal"
2404783,"serious","P2","closed","rx-dev-guru","pyin","VDI","Unity Touch","Remote Desktop",,14351587,"---","[UnityTouch][iOS Client][Agent Win10-1903]Cannot see favorite apps/files which added in former session from sidebar"
2404784,"minor","P2","closed","cn-dev-web","shipingy","VDI","Remote Client","chrome client","CART-Interop-found, CART-Interop-WS1",14404305,"---","WS1: The application loading time is long and no any hint that it is loading when WS1 mode enabled"
2404791,"minor","P1","closed","shahsunny","xinshul","VDI","Multimedia","Browser Redirection",,,"---","Not whitelisted error will appear when setting autoFallbackOnWhitelistError to 0 but redirection works when setting autoFallbackOnWhitelistError to 01"
2404796,"minor","P2","new","qinz","qinz","VDI","Remote Client","osx client",,,"No","[Mac client] URI action of browse did not selected the item in UI"
2404803,"minor","P1","closed","bhatial","xinshul","VDI","Multimedia","Browser Redirection",,,"---","Adding new url in the navigation urlwhitelist won't work unless deleting all cache of CEF"
2404824,"minor","P1","closed","bhatial","xinshul","VDI","Multimedia","Browser Redirection",,,"---","Cannot fall back to agent side render if I set a whitelist url with wrong format"
2404829,"serious","P1","closed","pbarber","leep","VDI","Server Core","Messaging Infrastructure","CART-Sys-Stress, HorizonRDSH",14381282,"Unknown","The global property bag g_portalInfo in wssm desktop is accessed from multiple threads without any synchronisation"
2404843,"minor","P1","closed","cn-dev-web","shipingy","VDI","Remote Client","web client","CART-Interop-found, CART-Interop-WS1",14351054,"No","WS1: The tab is not brought to the front when launch another session from web protal on broswer Firefox/ie/Edge"
2404871,"serious","P1","new","bliu","wenhuagao","VDI","Thirdparty","LB","3rd-party-issues, CART-Interop-F5, CART-Interop-found",14419759,"No","Client hangs when connect to F5 server with RSA authentication enabled and with new token"
2404984,"serious","P1","closed","bliu","wsong","VDI","RTAV","Win Agent",,14414734,"---","SFB on fallback mode, video preview does not show image with only gray color"
2405164,"serious","P1","closed","vjiang","yul","VDI","RMKS","Mac","CART-AIR-Automation",14423402,"Unknown","[Mac] Sometime RMKS crash issue occurs when logging off PCoIP session"
2405356,"serious","P2","closed","katiyara","kchoudhury","VDI","Skype For Business Redirection","SFB Agent",,14414733,"---","remote experience dll downgrades detected by CI job between last 2 recommended builds"
2405490,"serious","P2","new","yuez","yuez","VDI","Remote Client","web client",,14403796,"---","[RTAV HTML Access] 160*120 resolution can't be used by VmwAmcap.exe"
2405509,"cosmetic","P2","closed","wyattx","oye","VDI","Remote Client","wincdk client","CART-Interop-found, CART-Interop-UAG",14434723,"No","WinCDK client doesn't udpate the URL address on both Authetication Dlg and Desktop selector Window after HTTP 307 redirect"
2405510,"minor","P2","closed","yuez","yuez","VDI","Remote Client","chrome client",,14422039,"---","[Chrome Client RTAV] there is no error message to tell user that RTAV can't be enabled on multiple blast sessions at the same time."
2405514,"serious","P1","closed","wyattx","oye","VDI","Remote Client","client common","CART-Interop-found, CART-Interop-UAG",14434723,"No","Horizon client doesn't update the server URL address to new location when sending request after a HTTP 307 redirect"
2405525,"serious","P1","closed","appblast-guru","dcheah","VDI","Blast Protocol","Display",,,"---","BuildIncremental-2-Valgrind and BuildIncremental-1-ReplayAndConnect failed"
2405547,"serious","P1","closed","yanchaozhang","yanchaozhang","VDI","Linux Agent","Installer",,14423832,"---","error message for ""./install_viewagent.sh: line 1716: [: missing `]' prompt for installation script"
2405550,"minor","P1","reopened","shuaibingw","alanh","VDI","Remote Client","lx client",,14281695,"No","[Enhancement]Linux client bundle uninstall may not clean up the /usr/lib/vmware or /usr/lib/pcoip folder in some cases"
2405566,"serious","P1","new","gaog","jjzhang","VDI","USB Redirection","Arbitrator/usblibs","CART-AIR-Exploratory",14411100,"No","CDR over USB doesn't work when inserting USB device with USB ""automatically connect at startup"" enabled"
2405575,"serious","P2","closed","cn-dev-web","yilinw","VDI","Remote Client","web client",,14422047,"---","[HTML Access] after Network connectivity lost on the client the blast session disconnected but not prompted that the session is   disconnected"
2405659,"serious","P2","closed","yilinw","yilinw","VDI","Remote Client","web client",,14422047,"---","[HTML Access] Content Security Policy when launch web client through F5 APM"
2405715,"critical","P1","closed","vverma","vverma","VDI","Instant Clone","Instant Clone Agent","view-ngvc",14415304,"---","Desktop creation failed at customization. Win10x64-1809"
2405747,"serious","P2","assigned","zhangs","weijuanl","VDI","Remote Client","wincdk client","G11nQE-Beyondsoft, i18n-L3-layout",14434723,"No","[i18n][WinCDK][FR/ES]Truncation issue is found on installation page on FR/ES"
2405750,"serious","P2","closed","cn-dev-web","shipingy","VDI","Remote Client","chrome client","CART-Interop-found, CART-Interop-WS1",14422039,"---","WS1:The Horizon Client for Chrome is not closed via clicking X button to disconnect session when WS1 is enabled."
2405768,"serious","P2","closed","cn-dev-web","shipingy","VDI","Remote Client","chrome client","CART-Interop-found, CART-Interop-WS1",14422039,"---","WS1: Closed settings by click X button causes remote session disconnected when WS1 mode enabled."
2405780,"serious","P2","closed","cn-dev-web","shipingy","VDI","Remote Client","chrome client","CART-Interop-found, CART-Interop-WS1",14422039,"---","WS1: The Client icon should not showed when connected a remoted session with WS1 mode enabled."
2405786,"serious","P1","closed","dperi","zlin","VDI","Blast Integration","Win Client","PAfeature-BJauto",14434723,"---","[New Client] several remote mks dumps were found in memory monitor job of reconnect test"
2405789,"serious","P2","assigned","yilinw","shawnh","VDI","Remote Client","web client","CART-Interop-F5, CART-Interop-found",14389491,"No","Reset application doesn't work when connecting through F5 LTM and UAG"
2405795,"serious","P1","closed","cn-dev-web","pmeng","VDI","Remote Client","web client","CART-Sys-Stress",14437493,"Unknown","Incorrect ""ViewClient_IP_Address"" value found in agent's Registry::'HKEY_CURRENT_USER\\Volatile Environment' while testing stolen-TCP-500-win-web"
2405798,"critical","P1","closed","yuez","yilinw","VDI","Remote Client","chrome client","triaged",14404305,"---","[Chrome Client] audio in cannot work in chrome native client"
2405814,"serious","P1","new","achernikov","ljack","VDI","Blast Integration","Win Client",,14434723,"---","RMKS crash occasionally when launching agent desktop"
2405847,"critical","P1","closed","binb","scheng","VDI","Remote Client","lx client",,14419575,"Yes","Display mode of Shadow session is not changed correctly if disconnect and reconnect the session."
2405857,"serious","P1","closed","binb","scheng","VDI","Client Displays","Linux",,14419575,"---","Sometimes black screen shows up when launch shadow session."
2405860,"serious","P2","closed","yyun","hbai","VDI","Client Displays","iOS",,14437047,"---","[iOS Client] The touch trace cannot disappear some times when resizing the split view multiple times in high resolution mode"
2405907,"serious","P1","closed","agong","zhangh","VDI","Remote Client","lx client",,14434735,"---","Please ignore invalid parameter ""--appSize"" in command line."
2405919,"critical","P1","new","hpurnawan","rrajeshwaran","VDI","Persona Management","Virtual Profiles agent",,,"No","Windows 10 1703 profile start menu is not loading on 1903/1909 Windows machines"
2405931,"serious","P1","closed","weiy","fanh","VDI","Remote Client","android client",,14433850,"---","[arc++] [Multi-monitor] Sometimes the desktop display white screen when maximize the session window"
2405955,"critical","P1","closed","dparashar","ayushis","VDI","Instant Clone","Instant Clone Server","imagemanagementphase1",,"---","Unable to create IC pool om HzE"
2406064,"serious","P1","new","haishanw","wsong","VDI","Microsoft Teams","Client",,14417208,"---","User can not hear the first 2-4 seconds of audio when VDI Teams user pick up call from Native Teams user"
2406066,"serious","P1","closed","haishanw","wsong","VDI","Microsoft Teams","Client",,14417208,"---","Audio Call from Native Teams to VDI Teams experienced skipping issue randomly 30-60 seconds"
2406170,"serious","P1","new","lpamela","katiyara","VDI","Documentation","VDI Release Notes",,14352584,"---","[VMW-1385]Web camera was shown as 2 identical entries in video device on Redhat 8 Linux kernel 4.10"
2406299,"serious","P1","closed","alanh","katiyara","VDI","Blast Integration","Win Client","mustfix",,"---","Do not rename vmware-remotemks.exe and pdb to avoid debugging problems"
2406323,"critical","P1","closed","borgera","chironaka","VDI","Blast Integration","Mac Client",,14415343,"Yes","[New Client] Slow window movement and typing while playing full screen video (regression)"
2406332,"serious","P1","closed","weiy","fanh","VDI","Remote Client","android client",,14446125,"---","[ARC++] Client crash when minimize session in multi-monitor mode"
2406359,"serious","P1","closed","lyuechang","lihuang","VDI","Remote Client","osx client",,14446140,"Unknown","[Mac Client] Server name ""sjc-horizon.vmware.com"" can not show correctly"
2406365,"serious","P2","closed","yanx","yilinw","VDI","Remote Client","web client",,14422047,"Yes","[Web Client] Co-brand-Customized Resource is not changed when update en.json"
2406370,"critical","P1","closed","huangw","lkong","VDI","Printer  Redirection","VMW - Win Agent","CheckinApprovalRequested, CheckinApproved",14347218,"---","[Brown] Print/Preview hang when printing special document on special client with fonts missing"
2406396,"critical","P1","closed","shuaibingw","zhangh","VDI","Remote Client","lx client","3rd-party-issues",14446307,"Yes","Mouse flash at the broker login page on ThinLinx Raspberry Pi 3."
2406400,"serious","P1","new","kelsallt","zhangh","VDI","Blast Integration","Linux Client","TestBlocker",14446307,"Yes","Keyboard and mouse doesn't work in app sessions on ThinLinx Raspberry Pi 3."
2406454,"serious","P1","new","yhui","qan","VDI","Printer  Redirection","VMW - Win Agent",,14446207,"---","[Brown] Some characters are garbled when printing review www.baidu.com using IE (client win7 + agent win10)"
2406469,"critical","P1","new","hpurnawan","rrajeshwaran","VDI","Persona Management","Virtual Profiles agent",,,"No","Domain Administrator / Persona user profile stuck at Welcome Screen"
2406484,"serious","P1","new","yhui","lkong","VDI","Printer  Redirection","VMW - Win Agent",,14438776,"---","[Brown]Messy fonts when printing Japanese website in Win7 Client and Win10 Agent"
2406505,"serious","P1","closed","myuan","hyan","VDI","Seamless Windows","Agent","CART-Sys-Stress",14434723,"---","[RDSH] Several VMwareView-RdeServer-*.dmp files were generated when logon-logoff testing [D:\build\ob\bora-14437040\bora-vmsoft\lib\unity\win32\platform.cc @ 5710]"
2406507,"serious","P1","closed","agong","zhangh","VDI","Remote Client","lx client",,14446307,"Yes","DPI Scale can't be disabled in Linux Client."
2406510,"serious","P1","closed","shou","ljack","VDI","Smartcard Redirection","Mac Client",,14446140,"Yes","[New Client] With 3 x 4k monitors, RMKS crash occasionally when logoff agent desktop"
2406551,"serious","P1","closed","renz","yanchaozhang","VDI","Linux Agent","User Experience",,14446468,"---","[Remote App | Beta] incorrect path for published java"
